event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,is_valid_ip,is_known_user,department,role,employment_status,privileged_account,location_user,hostname,asset_type,department_asset,owner,criticality,operating_system
AUTH004138,13/03/2026,U0275,10.9.250.76,D0034,LOGOUT,Success,Nantes,low,True,True,JURIDIQUE,Engineer,ACTIVE,NO,Marseille,PHF-VM-0034,Vm,RH,Communication,Medium,WINDOWS 11
AUTH000908,14/03/2026,U0194,10.48.1.243,D0112,VPN_CONNECT,success,Lille,medium,True,True,FINANCE,Director,ACTIVE,NO,Paris,PHF-VM-0112,Vm,JURIDIQUE,Finance,CRITICAL,MACOS 14
AUTH000363,05/03/2026,U0265,10.44.216.155,D0121,PASSWORD_CHANGE,success,Toulouse,Low,True,True,IT,Engineer,ACTIVE,NO,Marseille,PHF-WS-0120,Vm,IT,INCONNU,Medium,WINDOWS 11
AUTH001827,17/03/2026,U0300,10.47.146.186,D0087,LOGOUT,SUCCESS,Nantes,LOW,True,True,COMMUNICATION,Manager,ACTIVE,NO,Lille,PHF-VM-0087,Vm,REGIONS,INCONNU,High,WINDOWS 11
AUTH004692,05/03/2026,U0114,10.26.15.18,D0024,LOGIN,failed,Nantes,medium,True,True,RH,Analyst,ACTIVE,NO,Lyon,PHF-VM-0024,Desktop,COMMUNICATION,RH,INCONNU,WINDOWS 11
AUTH004344,14/03/2026,U0092,10.29.141.104,D0067,PASSWORD_CHANGE,Success,Paris,low,True,True,RH,Assistant,ACTIVE,NO,Marseille,PHF-WS-0067,Mobile,RH,INCONNU,Low,UBUNTU 22.04
AUTH001394,INCONNU,U0131,10.7.80.204,D0119,LOGOUT,SUCCESS,Toulouse,MEDIUM,True,True,COMMUNICATION,Analyst,ACTIVE,YES,Paris,PHF-VM-0119,Laptop,IT,INCONNU,Low,WINDOWS SERVER 2019
AUTH004421,05/03/2026,U0075,10.27.138.103,D0113,LOGIN,SUCCESS,Lille,medium,True,True,JURIDIQUE,Manager,ACTIVE,NO,Nantes,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,WINDOWS SERVER 2022
AUTH001398,INCONNU,U0338,10.33.43.193,D0101,MFA_CHALLENGE,Failed,Paris,LOW,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0101,Server,COMMUNICATION,Regions,Low,WINDOWS 10
AUTH002172,19/03/2026,U0207,10.0.53.169,D0050,RDP_SESSION,Success,Bordeaux,LOW,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0050,Vm,JURIDIQUE,Direction,MEDIUM,UBUNTU 22.04
AUTH002976,INCONNU,U0305,10.48.97.224,D0163,MFA_CHALLENGE,Success,Marseille,MEDIUM,True,True,COMMUNICATION,Engineer,ACTIVE,NO,Paris,PHF-VM-0163,Desktop,RH,IT,INCONNU,UBUNTU 22.04
AUTH001807,22/03/2026,U0332,10.30.141.251,D0088,VPN_CONNECT,SUCCESS,Lille,medium,True,True,DIRECTION,Technician,ACTIVE,NO,Nantes,PHF-WS-0088,Mobile,JURIDIQUE,Finance,High,WINDOWS 10
AUTH000241,14/03/2026,U0313,10.48.103.220,D0144,LOGIN,Success,Paris,low,True,True,COMMUNICATION,Director,ACTIVE,NO,Paris,PHF-LT-0144,Desktop,DIRECTION,Regions,High,MACOS 14
AUTH003006,INCONNU,INCONNU,10.34.37.14,D0176,VPN_CONNECT,SUCCESS,Lille,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-VM-0176,Server,JURIDIQUE,Direction,INCONNU,WINDOWS 10
AUTH000385,INCONNU,U0261,10.9.55.59,D0144,PASSWORD_CHANGE,Success,Paris,LOW,True,True,FINANCE,Analyst,ACTIVE,NO,Lille,PHF-LT-0144,Desktop,DIRECTION,Regions,High,MACOS 14
AUTH002528,INCONNU,U0073,10.9.34.33,D0048,LOGIN,SUCCESS,Toulouse,medium,True,True,COMMUNICATION,Manager,ACTIVE,NO,Bordeaux,PHF-SRV-0048,Vm,FINANCE,Finance,High,MACOS 14
AUTH000651,08/03/2026,U0140,10.47.149.38,D0025,VPN_CONNECT,SUCCESS,Paris,medium,True,True,REGIONS,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0025,Laptop,JURIDIQUE,RH,Low,WINDOWS SERVER 2019
AUTH002377,11/03/2026,U0222,10.25.135.156,D0082,LOGOUT,SUCCESS,Nantes,medium,True,True,RH,Technician,ACTIVE,NO,Toulouse,PHF-VM-0082,Vm,IT,Juridique,HIGH,WINDOWS SERVER 2022
AUTH003102,INCONNU,U0308,10.8.73.230,D0143,MFA_CHALLENGE,Success,Marseille,Medium,True,True,FINANCE,Director,ACTIVE,NO,Marseille,PHF-VM-0143,Desktop,COMMUNICATION,RH,High,UBUNTU 22.04
AUTH003100,02/03/2026,U0090,10.47.28.5,D0166,MFA_CHALLENGE,Success,Bordeaux,MEDIUM,True,True,REGIONS,Manager,ACTIVE,NO,Lyon,PHF-SRV-0166,Mobile,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH003758,INCONNU,U0202,10.44.51.133,D0180,LOGIN,success,Bordeaux,Medium,True,True,COMMUNICATION,Technician,ACTIVE,NO,Nantes,PHF-WS-0180,Desktop,RH,Communication,INCONNU,WINDOWS 11
AUTH004631,INCONNU,U0263,10.6.157.120,D0117,LOGIN,success,Nantes,MEDIUM,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Lyon,PHF-WS-0117,Desktop,FINANCE,Finance,LOW,MACOS 14
AUTH003446,INCONNU,U0015,10.36.240.229,D0196,RDP_SESSION,SUCCESS,Paris,medium,True,True,COMMUNICATION,Manager,ACTIVE,NO,Lille,PHF-WS-0196,Desktop,DIRECTION,Juridique,Medium,MACOS 14
AUTH000298,INCONNU,U0185,10.31.122.162,D0094,VPN_CONNECT,success,Lyon,LOW,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Marseille,PHF-LT-0094,Desktop,RH,Juridique,HIGH,MACOS 14
AUTH003255,INCONNU,U0206,10.1.147.72,D0154,LOGOUT,Success,Bordeaux,Low,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Bordeaux,PHF-LT-0154,Mobile,DIRECTION,Finance,HIGH,MACOS 14
AUTH004843,12/03/2026,U0041,135.181.67.209,D0177,VPN_CONNECT,Success,Lagos,medium,True,True,RH,Assistant,ACTIVE,NO,Marseille,PHF-SRV-0177,Laptop,DIRECTION,Finance,CRITICAL,WINDOWS SERVER 2022
AUTH004625,16/03/2026,U0159,10.18.157.45,D0105,RDP_SESSION,FAILED,Lille,Low,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-LT-0105,Vm,IT,Regions,High,WINDOWS 11
AUTH004763,INCONNU,U9001,10.42.101.88,D0170,LOGIN,SUCCESS,Lyon,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-LT-0170,Vm,RH,RH,LOW,WINDOWS SERVER 2019
AUTH003736,INCONNU,U0188,10.29.239.86,D0035,LOGOUT,Success,Lyon,LOW,True,True,JURIDIQUE,Coordinator,ACTIVE,NO,Marseille,PHF-SRV-0035,Mobile,REGIONS,Juridique,Medium,WINDOWS SERVER 2019
AUTH002274,INCONNU,U0016,10.14.86.214,D0048,RDP_SESSION,success,Lille,low,True,True,IT,Engineer,ACTIVE,NO,Lyon,PHF-SRV-0048,Vm,FINANCE,Finance,High,MACOS 14
AUTH002298,15/03/2026,U0107,10.31.137.39,D0002,MFA_CHALLENGE,SUCCESS,Marseille,Medium,True,True,COMMUNICATION,Director,ACTIVE,NO,Lille,PHF-WS-0002,Vm,JURIDIQUE,IT,Critical,WINDOWS SERVER 2022
AUTH001478,03/03/2026,INCONNU,10.4.255.148,D0115,LOGOUT,Success,Paris,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-LT-0115,Mobile,FINANCE,Communication,INCONNU,WINDOWS 11
AUTH003498,03/03/2026,U0241,10.3.58.23,D0153,MFA_CHALLENGE,SUCCESS,Paris,MEDIUM,True,True,IT,Director,ACTIVE,NO,Bordeaux,PHF-LT-0153,Server,REGIONS,IT,Medium,WINDOWS SERVER 2022
AUTH004103,INCONNU,U0264,10.40.230.182,D0040,LOGOUT,success,Toulouse,MEDIUM,True,True,JURIDIQUE,Director,ACTIVE,NO,Lille,PHF-WS-0040,Mobile,IT,Communication,High,WINDOWS SERVER 2019
AUTH003952,INCONNU,U0067,10.25.109.109,D0041,LOGOUT,Success,Paris,LOW,True,True,JURIDIQUE,Director,ACTIVE,NO,Marseille,PHF-SRV-0041,Vm,DIRECTION,Direction,CRITICAL,WINDOWS SERVER 2019
AUTH000988,07/03/2026,U0128,10.45.95.31,D0169,PASSWORD_CHANGE,success,Marseille,medium,True,True,IT,Coordinator,ACTIVE,NO,Paris,PHF-LT-0169,Mobile,COMMUNICATION,IT,HIGH,WINDOWS SERVER 2022
AUTH004145,06/03/2026,U0236,10.40.161.112,D0083,PASSWORD_CHANGE,SUCCESS,Bordeaux,medium,True,True,DIRECTION,Engineer,ACTIVE,NO,Lille,PHF-LT-0083,Server,JURIDIQUE,Direction,HIGH,WINDOWS SERVER 2019
AUTH001808,06/03/2026,U0363,10.15.223.156,D0031,LOGIN,Success,Lille,medium,True,True,RH,Analyst,ACTIVE,NO,Paris,PHF-WS-0031,Mobile,JURIDIQUE,INCONNU,MEDIUM,WINDOWS 10
AUTH002452,20/03/2026,U0247,10.38.99.63,D0060,LOGIN,success,Bordeaux,Medium,True,True,RH,Manager,ACTIVE,YES,Lille,PHF-VM-0060,Server,REGIONS,Communication,INCONNU,WINDOWS 10
AUTH002537,INCONNU,U0323,10.15.187.128,D0078,MFA_CHALLENGE,success,Paris,LOW,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Lyon,PHF-LT-0078,Desktop,COMMUNICATION,Communication,MEDIUM,WINDOWS 10
AUTH004358,INCONNU,U0362,10.5.250.139,D0096,LOGIN,success,Lyon,medium,True,True,IT,Engineer,ACTIVE,NO,Paris,PHF-VM-0096,Server,DIRECTION,RH,High,WINDOWS 10
AUTH001608,INCONNU,U0376,10.22.218.199,D0109,LOGOUT,SUCCESS,Lille,Low,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,WINDOWS SERVER 2019
AUTH001290,INCONNU,U0297,10.8.152.33,D0190,LOGOUT,success,Bordeaux,Medium,True,True,DIRECTION,Director,ACTIVE,NO,Marseille,PHF-LT-0190,Laptop,JURIDIQUE,RH,Critical,WINDOWS SERVER 2022
AUTH001141,10/03/2026,U0071,10.7.58.148,D0093,LOGIN,Failed,Lille,LOW,True,True,IT,Analyst,ACTIVE,NO,Nantes,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH003817,INCONNU,U0020,10.21.61.212,D0141,RDP_SESSION,FAILED,Lille,MEDIUM,True,True,DIRECTION,Technician,ACTIVE,NO,Bordeaux,PHF-SRV-0141,Desktop,JURIDIQUE,Regions,HIGH,WINDOWS SERVER 2022
AUTH001170,INCONNU,U0384,10.25.97.25,D0075,VPN_CONNECT,Success,Toulouse,MEDIUM,True,True,REGIONS,Coordinator,ACTIVE,NO,Lille,PHF-VM-0075,Server,REGIONS,Regions,Critical,WINDOWS 11
AUTH004459,INCONNU,U0369,10.13.198.245,D0169,LOGOUT,SUCCESS,Nantes,low,True,True,REGIONS,Coordinator,ACTIVE,YES,Lille,PHF-LT-0169,Mobile,COMMUNICATION,IT,HIGH,WINDOWS SERVER 2022
AUTH003284,INCONNU,U0118,10.6.88.12,D0025,LOGOUT,SUCCESS,Paris,MEDIUM,True,True,FINANCE,Analyst,ACTIVE,NO,Nantes,PHF-WS-0025,Laptop,JURIDIQUE,RH,Low,WINDOWS SERVER 2019
AUTH004399,16/03/2026,U0395,10.44.151.41,D0195,MFA_CHALLENGE,Success,Toulouse,LOW,True,True,IT,Director,ACTIVE,NO,Lyon,PHF-SRV-0195,Desktop,RH,Finance,HIGH,UBUNTU 22.04
AUTH003646,INCONNU,U0262,10.43.230.22,D0157,PASSWORD_CHANGE,SUCCESS,Toulouse,medium,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lille,PHF-WS-0157,Mobile,DIRECTION,Communication,HIGH,MACOS 14
AUTH003511,INCONNU,U0230,10.9.218.49,D0170,PASSWORD_CHANGE,SUCCESS,Paris,MEDIUM,True,True,DIRECTION,Analyst,ACTIVE,NO,Lille,PHF-LT-0170,Vm,RH,RH,LOW,WINDOWS SERVER 2019
AUTH003964,INCONNU,INCONNU,10.35.34.190,D0132,PASSWORD_CHANGE,SUCCESS,Nantes,MEDIUM,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-VM-0132,Mobile,JURIDIQUE,Regions,Low,WINDOWS 10
AUTH000422,INCONNU,U0247,10.26.95.126,D0132,MFA_CHALLENGE,Success,Toulouse,low,True,True,RH,Manager,ACTIVE,YES,Lille,PHF-VM-0132,Mobile,JURIDIQUE,Regions,Low,WINDOWS 10
AUTH002236,INCONNU,U0282,10.2.104.173,D0179,RDP_SESSION,SUCCESS,Bordeaux,low,True,True,DIRECTION,Assistant,ACTIVE,NO,Paris,PHF-VM-0179,Vm,REGIONS,Regions,INCONNU,WINDOWS SERVER 2019
AUTH002649,INCONNU,U0390,10.15.229.122,D0147,MFA_CHALLENGE,Success,Lille,Low,True,True,FINANCE,Manager,ACTIVE,NO,Paris,PHF-LT-0147,Vm,IT,IT,HIGH,WINDOWS SERVER 2019
AUTH000126,INCONNU,U0130,10.40.36.107,D0110,MFA_CHALLENGE,success,Lyon,medium,True,True,FINANCE,Director,ACTIVE,NO,Lille,PHF-LT-0110,Vm,IT,RH,LOW,WINDOWS SERVER 2019
AUTH004754,INCONNU,U9003,10.17.50.235,D0198,LOGIN,Success,Lyon,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-VM-0198,Mobile,JURIDIQUE,Communication,Low,UBUNTU 22.04
AUTH000229,INCONNU,U0103,10.33.113.159,D0079,LOGIN,Success,Toulouse,Medium,True,True,FINANCE,Technician,ACTIVE,NO,Lille,PHF-LT-0079,Mobile,REGIONS,RH,CRITICAL,WINDOWS 10
AUTH001803,INCONNU,U0204,10.43.6.210,D0100,PASSWORD_CHANGE,SUCCESS,Lyon,low,True,True,REGIONS,Engineer,ACTIVE,NO,Marseille,PHF-LT-0100,Vm,FINANCE,Regions,Critical,WINDOWS 11
AUTH000897,08/03/2026,U0030,10.42.87.17,D0083,MFA_CHALLENGE,SUCCESS,Nantes,Medium,True,True,JURIDIQUE,Director,ACTIVE,NO,Lyon,PHF-LT-0083,Server,JURIDIQUE,Direction,HIGH,WINDOWS SERVER 2019
AUTH001837,08/03/2026,U0359,10.20.90.131,D0002,LOGOUT,success,Toulouse,medium,True,True,FINANCE,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0002,Vm,JURIDIQUE,IT,Critical,WINDOWS SERVER 2022
AUTH002643,INCONNU,U0039,10.0.147.204,D0172,MFA_CHALLENGE,SUCCESS,Nantes,Low,True,True,RH,Manager,ACTIVE,NO,Marseille,PHF-SRV-0172,Server,FINANCE,IT,High,WINDOWS SERVER 2019
AUTH002990,INCONNU,U0312,10.0.135.212,D0054,PASSWORD_CHANGE,Success,Toulouse,Low,True,True,RH,Analyst,ACTIVE,NO,Nantes,PHF-WS-0054,Mobile,RH,Juridique,High,WINDOWS SERVER 2019
AUTH001356,17/03/2026,U0385,10.6.64.232,D0162,LOGOUT,failed,Marseille,Medium,True,True,FINANCE,Engineer,ACTIVE,NO,Paris,PHF-WS-0162,Desktop,RH,Juridique,INCONNU,UBUNTU 22.04
AUTH002656,16/03/2026,INCONNU,10.11.202.54,D0003,LOGOUT,SUCCESS,Toulouse,medium,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-SRV-0003,Server,IT,IT,CRITICAL,WINDOWS SERVER 2022
AUTH001036,INCONNU,U0229,10.29.186.159,D0124,VPN_CONNECT,success,Toulouse,Low,True,True,JURIDIQUE,Director,ACTIVE,YES,Marseille,PHF-LT-0124,Desktop,REGIONS,Direction,Low,WINDOWS 11
AUTH002952,INCONNU,U0246,10.23.193.46,D0087,PASSWORD_CHANGE,success,Marseille,medium,True,True,REGIONS,Manager,ACTIVE,NO,Toulouse,PHF-VM-0087,Vm,REGIONS,INCONNU,High,WINDOWS 11
AUTH001463,18/03/2026,U0340,10.37.241.155,D0142,PASSWORD_CHANGE,success,Paris,MEDIUM,True,True,FINANCE,Technician,ACTIVE,NO,Marseille,PHF-VM-0142,Mobile,COMMUNICATION,Regions,Critical,UBUNTU 22.04
AUTH000133,INCONNU,U0326,10.24.52.163,D0188,LOGOUT,Failed,Lyon,Low,True,True,DIRECTION,Engineer,ACTIVE,YES,Marseille,PHF-VM-0188,Desktop,DIRECTION,INCONNU,Medium,UBUNTU 22.04
AUTH002676,INCONNU,U0159,10.50.22.218,D0131,MFA_CHALLENGE,SUCCESS,Lyon,low,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0131,Mobile,COMMUNICATION,Direction,Medium,WINDOWS 10
AUTH001107,INCONNU,U0116,10.26.10.92,D0020,RDP_SESSION,success,Lyon,LOW,True,True,COMMUNICATION,Coordinator,ACTIVE,NO,Nantes,PHF-WS-0020,Vm,COMMUNICATION,Juridique,MEDIUM,WINDOWS 11
AUTH004393,INCONNU,U0258,10.13.238.26,D0023,MFA_CHALLENGE,success,Toulouse,Medium,True,True,DIRECTION,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0023,Desktop,IT,RH,HIGH,WINDOWS SERVER 2022
AUTH004118,INCONNU,U0354,10.3.184.178,D0073,MFA_CHALLENGE,SUCCESS,Toulouse,low,True,True,FINANCE,Engineer,ACTIVE,NO,Lille,PHF-SRV-0073,Desktop,IT,Regions,High,WINDOWS SERVER 2022
AUTH001951,INCONNU,U0248,10.15.63.161,D0170,LOGOUT,success,Lyon,Medium,True,True,DIRECTION,Engineer,ACTIVE,NO,Toulouse,PHF-LT-0170,Vm,RH,RH,LOW,WINDOWS SERVER 2019
AUTH000629,14/03/2026,U0356,10.34.43.203,D0096,MFA_CHALLENGE,success,Bordeaux,medium,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0096,Server,DIRECTION,RH,High,WINDOWS 10
AUTH000247,INCONNU,U0271,10.10.101.212,D0052,MFA_CHALLENGE,SUCCESS,Marseille,Low,True,True,COMMUNICATION,Director,ACTIVE,NO,Lille,PHF-WS-0052,Mobile,JURIDIQUE,Direction,Low,WINDOWS 10
AUTH004750,INCONNU,U9006,10.19.24.59,D0079,LOGIN,Success,Bordeaux,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-LT-0079,Mobile,REGIONS,RH,CRITICAL,WINDOWS 10
AUTH001581,INCONNU,U0038,10.2.186.156,D0060,RDP_SESSION,success,Toulouse,medium,True,True,RH,Analyst,ACTIVE,NO,Nantes,PHF-VM-0060,Server,REGIONS,Communication,INCONNU,WINDOWS 10
AUTH000905,INCONNU,U0280,10.33.137.226,D0160,PASSWORD_CHANGE,Success,Lyon,Medium,True,True,FINANCE,Coordinator,ACTIVE,YES,Paris,PHF-VM-0160,Server,DIRECTION,Communication,CRITICAL,MACOS 14
AUTH002941,INCONNU,U0249,10.16.111.216,D0174,LOGIN,Success,Nantes,Low,True,True,IT,Engineer,ACTIVE,NO,Lille,PHF-VM-0174,Vm,REGIONS,IT,INCONNU,WINDOWS SERVER 2022
AUTH004107,INCONNU,U0245,10.19.13.10,D0098,MFA_CHALLENGE,SUCCESS,Nantes,LOW,True,True,RH,Assistant,ACTIVE,NO,Lille,PHF-LT-0098,Vm,REGIONS,Finance,Critical,WINDOWS SERVER 2019
AUTH000070,INCONNU,U0292,10.44.77.164,D0087,RDP_SESSION,Success,Paris,Medium,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Paris,PHF-VM-0087,Vm,REGIONS,INCONNU,High,WINDOWS 11
AUTH002680,11/03/2026,U0323,10.4.179.184,D0142,LOGIN,success,Lille,Medium,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Lyon,PHF-VM-0142,Mobile,COMMUNICATION,Regions,Critical,UBUNTU 22.04
AUTH002349,INCONNU,U0024,10.44.41.20,D0004,PASSWORD_CHANGE,SUCCESS,Nantes,Medium,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Lille,PHF-LT-0004,Mobile,COMMUNICATION,RH,Medium,UBUNTU 22.04
AUTH000710,11/03/2026,U0298,10.19.106.228,D0029,PASSWORD_CHANGE,Success,Lille,low,True,True,FINANCE,Manager,ACTIVE,NO,Lille,PHF-WS-0029,Server,COMMUNICATION,IT,Critical,WINDOWS 11
AUTH002095,06/03/2026,U0381,10.7.61.206,D0069,LOGOUT,SUCCESS,Lille,medium,True,True,DIRECTION,Engineer,ACTIVE,NO,Marseille,PHF-LT-0069,Mobile,RH,Communication,High,WINDOWS 10
AUTH000941,06/03/2026,U0142,10.19.115.181,D0170,RDP_SESSION,SUCCESS,Lyon,low,True,True,IT,Analyst,ACTIVE,NO,Lyon,PHF-LT-0170,Vm,RH,RH,LOW,WINDOWS SERVER 2019
AUTH003852,INCONNU,U0395,10.26.207.207,D0029,VPN_CONNECT,success,Bordeaux,LOW,True,True,IT,Director,ACTIVE,NO,Lyon,PHF-WS-0029,Server,COMMUNICATION,IT,Critical,WINDOWS 11
AUTH004024,INCONNU,U0151,10.15.195.185,D0042,RDP_SESSION,SUCCESS,Marseille,MEDIUM,True,True,JURIDIQUE,Manager,ACTIVE,NO,Marseille,PHF-VM-0042,Mobile,RH,Regions,High,MACOS 14
AUTH002019,11/03/2026,U0171,10.31.139.147,D0154,LOGOUT,Success,Toulouse,medium,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lyon,PHF-LT-0154,Mobile,DIRECTION,Finance,HIGH,MACOS 14
AUTH002396,INCONNU,U0388,10.48.78.205,D0011,RDP_SESSION,success,Nantes,Medium,True,True,DIRECTION,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0011,Server,FINANCE,Finance,Critical,WINDOWS SERVER 2019
AUTH001780,INCONNU,U0035,10.21.42.81,D0143,MFA_CHALLENGE,Success,Toulouse,low,True,True,JURIDIQUE,Coordinator,ACTIVE,NO,Nantes,PHF-VM-0143,Desktop,COMMUNICATION,RH,High,UBUNTU 22.04
AUTH002942,INCONNU,U0223,10.13.8.95,D0132,MFA_CHALLENGE,Success,Paris,low,True,True,DIRECTION,Technician,ACTIVE,NO,Lyon,PHF-VM-0132,Mobile,JURIDIQUE,Regions,Low,WINDOWS 10
AUTH004423,16/03/2026,U0006,10.15.42.34,D0058,VPN_CONNECT,Success,Nantes,LOW,True,True,FINANCE,Engineer,ACTIVE,NO,Bordeaux,PHF-WS-0058,Mobile,RH,IT,INCONNU,MACOS 14
AUTH000439,03/03/2026,U0198,10.23.216.84,D0169,RDP_SESSION,Success,Lyon,MEDIUM,True,True,COMMUNICATION,Manager,ACTIVE,NO,Marseille,PHF-LT-0169,Mobile,COMMUNICATION,IT,HIGH,WINDOWS SERVER 2022
AUTH001736,INCONNU,U0019,10.46.75.44,D0189,LOGOUT,failed,Bordeaux,Medium,True,True,REGIONS,Analyst,ACTIVE,NO,Lyon,PHF-SRV-0189,Vm,COMMUNICATION,Communication,MEDIUM,WINDOWS SERVER 2022
AUTH000187,08/03/2026,U0084,10.22.184.150,D0024,MFA_CHALLENGE,SUCCESS,Marseille,Medium,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Marseille,PHF-VM-0024,Desktop,COMMUNICATION,RH,INCONNU,WINDOWS 11
AUTH000772,INCONNU,U0126,10.37.127.96,D0139,LOGOUT,Success,Bordeaux,Low,True,True,JURIDIQUE,Coordinator,ACTIVE,NO,Toulouse,PHF-LT-0139,Server,JURIDIQUE,Finance,Low,WINDOWS SERVER 2019
AUTH004306,INCONNU,U0305,10.15.119.250,D0093,MFA_CHALLENGE,SUCCESS,Marseille,Medium,True,True,COMMUNICATION,Engineer,ACTIVE,NO,Paris,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH001116,INCONNU,U0226,10.20.150.254,D0003,RDP_SESSION,SUCCESS,Lille,low,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Marseille,PHF-SRV-0003,Server,IT,IT,CRITICAL,WINDOWS SERVER 2022
AUTH000103,02/03/2026,U0170,10.31.252.66,D0129,LOGIN,success,Lille,LOW,True,True,FINANCE,Analyst,ACTIVE,NO,Lyon,PHF-VM-0129,Server,DIRECTION,IT,CRITICAL,WINDOWS 10
AUTH004172,INCONNU,U0127,10.50.92.251,D0191,VPN_CONNECT,success,Toulouse,medium,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Marseille,PHF-VM-0191,Laptop,COMMUNICATION,Regions,LOW,MACOS 14
AUTH000273,22/03/2026,U0279,10.2.190.144,D0033,LOGOUT,Success,Paris,Low,True,True,RH,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0033,Vm,JURIDIQUE,Juridique,Critical,UBUNTU 22.04
AUTH003509,21/03/2026,U0061,10.31.146.192,D0069,PASSWORD_CHANGE,SUCCESS,Lille,Medium,True,True,FINANCE,Assistant,ACTIVE,NO,Paris,PHF-LT-0069,Mobile,RH,Communication,High,WINDOWS 10
AUTH001104,INCONNU,U0061,10.14.119.207,D0115,PASSWORD_CHANGE,Success,Paris,medium,True,True,FINANCE,Assistant,ACTIVE,NO,Paris,PHF-LT-0115,Mobile,FINANCE,Communication,INCONNU,WINDOWS 11
AUTH001319,INCONNU,U0248,10.46.19.84,D0073,MFA_CHALLENGE,SUCCESS,Bordeaux,Low,True,True,DIRECTION,Engineer,ACTIVE,NO,Toulouse,PHF-SRV-0073,Desktop,IT,Regions,High,WINDOWS SERVER 2022
AUTH003537,INCONNU,U0008,10.46.223.16,D0127,MFA_CHALLENGE,Success,Paris,LOW,True,True,REGIONS,Technician,ACTIVE,NO,Lyon,PHF-LT-0127,Laptop,REGIONS,Regions,INCONNU,WINDOWS SERVER 2019
AUTH004013,INCONNU,U0185,10.13.161.53,D0093,MFA_CHALLENGE,success,Lyon,LOW,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Marseille,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH002793,INCONNU,U0169,10.23.253.161,D0046,VPN_CONNECT,success,Nantes,LOW,True,True,REGIONS,Coordinator,ACTIVE,NO,Lyon,PHF-VM-0046,Desktop,COMMUNICATION,RH,Low,UBUNTU 22.04
AUTH003276,INCONNU,U0101,10.27.232.234,D0062,MFA_CHALLENGE,SUCCESS,Lille,Low,True,True,REGIONS,Coordinator,ACTIVE,NO,Paris,PHF-VM-0062,Laptop,FINANCE,RH,High,WINDOWS SERVER 2022
AUTH000659,06/03/2026,U0074,10.11.227.20,D0117,MFA_CHALLENGE,success,Lille,LOW,True,True,FINANCE,Coordinator,ACTIVE,NO,Bordeaux,PHF-WS-0117,Desktop,FINANCE,Finance,LOW,MACOS 14
AUTH004842,INCONNU,U0357,186.54.189.249,D0059,VPN_CONNECT,SUCCESS,Bucharest,medium,True,True,FINANCE,Engineer,ACTIVE,NO,Paris,PHF-WS-0059,Desktop,RH,Direction,INCONNU,MACOS 14
AUTH001954,INCONNU,U0211,10.40.207.203,D0046,PASSWORD_CHANGE,Failed,Marseille,LOW,True,True,DIRECTION,Assistant,ACTIVE,NO,Lyon,PHF-VM-0046,Desktop,COMMUNICATION,RH,Low,UBUNTU 22.04
