event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity
AUTH004716,12/03/2026 02:16,U0007,154.105.70.161,D0003,LOGIN,FAILED,Bucharest,high
AUTH003643,2026-03-06T09:18:42Z,U0233,10.18.204.240,D0096,VPN_CONNECT,SUCCESS,Lyon,LOW
AUTH004392,12/03/2026 18:18,U0101,10.46.66.90,D0110,LOGOUT,FAILURE,Bordeaux,LOW
AUTH003342,2026-03-10 08:21:15,U0302,10.47.220.146,D0131,RDP_SESSION,SUCCESS,Bordeaux,medium
AUTH001816,2026-03-18 11:23:19,U0074,10.47.217.250,D0082,LOGOUT,Success,Marseille,low
AUTH001972,2026-03-09 09:56:07,,10.9.93.133,D0083,PASSWORD_CHANGE,Success,Marseille,low
AUTH002078,2026-03-21 09:16:51,U0261,10.42.172.226,D0142,VPN_CONNECT,success,Bordeaux,Medium
AUTH001190,2026-03-15T12:40:51Z,U0086,10.1.15.199,D0065,LOGOUT,SUCCESS,Toulouse,Medium
AUTH004577,2026-03-19 09:28:41,U0368,10.7.156.210,D0010,PASSWORD_CHANGE,success,Bordeaux,MEDIUM
AUTH003043,2026-03-03 19:57:06,U0102,10.21.87.63,D0031,LOGIN,success,Lyon,low
AUTH001544,2026-03-14T12:26:07Z,U0041,10.13.6.242,D0135,MFA_CHALLENGE,SUCCESS,Marseille,LOW
AUTH003302,2026-03-02T19:58:13Z,U0083,10.32.71.174,D0182,VPN_CONNECT,SUCCESS,Lille,Medium
AUTH003830,2026-03-09T08:17:50Z,U0064,10.33.227.83,D0002,VPN_CONNECT,Success,Marseille,MEDIUM
AUTH002549,2026-03-03 13:33:19,U0286,10.6.209.78,D0047,VPN_CONNECT,success,Lyon,medium
AUTH002583,03/03/2026 12:00,U0177,10.38.58.69,D0090,PASSWORD_CHANGE,success,Bordeaux,Low
AUTH003052,06/03/2026 14:31,U0086,10.13.39.99,D0101,RDP_SESSION,success,Lille,low
AUTH003860,2026-03-17 15:48:02,U0207,10.43.150.240,D0009,LOGIN,Success,Nantes,Low
AUTH000658,2026-03-05T14:43:59Z,U0225,10.29.228.90,D0194,PASSWORD_CHANGE,Success,Paris,LOW
AUTH003405,05/03/2026 12:02,U0245,10.1.221.218,D0096,LOGOUT,success,Lille,low
AUTH002306,2026-03-03 17:48:29,U0313,10.32.153.186,D0089,LOGOUT,SUCCESS,Paris,medium
AUTH000975,2026-03-11T13:26:19Z,U0132,10.16.131.101,D0169,LOGIN,Success,Bordeaux,LOW
AUTH001333,08/03/2026 18:41,U0282,10.11.186.16,D0084,LOGIN,success,Paris,Medium
AUTH004707,2026-03-12T17:29:03Z,U0175,10.1.162.15,D0170,LOGIN,FAILURE,Lyon,medium
AUTH004130,2026-03-18T16:16:05Z,U0303,10.11.16.91,D0170,LOGIN,Success,Paris,Medium
AUTH000859,02/03/2026 01:53,U0343,10.12.238.24,D0025,LOGIN,SUCCESS,Toulouse,Medium
AUTH003329,2026-03-07 02:06:41,U0316,10.24.173.15,D0095,RDP_SESSION,SUCCESS,Lille,medium
AUTH003853,2026-03-16 17:10:32,U0147,10.21.197.86,D0119,VPN_CONNECT,success,Nantes,Medium
AUTH001078,2026-03-16 15:58:38,U0383,10.24.90.139,D0008,VPN_CONNECT,SUCCESS,Bordeaux,LOW
AUTH001732,02/03/2026 08:49,U0074,10.50.175.154,D0189,LOGOUT,failed,Lille,Low
AUTH002834,2026-03-17T09:17:10Z,U0069,10.32.137.73,D0128,LOGOUT,Success,Paris,LOW
AUTH002608,2026-03-10 15:00:15,U0009,10.7.75.92,D0012,MFA_CHALLENGE,SUCCESS,Nantes,Medium
AUTH002046,2026-03-11 11:37:27,U0387,10.23.147.83,D0096,LOGOUT,SUCCESS,Nantes,LOW
AUTH001081,2026-03-13 13:21:05,U0106,10.13.69.231,D0018,RDP_SESSION,SUCCESS,Bordeaux,Low
AUTH000272,11/03/2026 10:49,U0337,10.4.116.112,D0026,PASSWORD_CHANGE,SUCCESS,Lyon,medium
AUTH000943,2026-03-21T10:11:26Z,U0153,10.16.103.225,D0146,PASSWORD_CHANGE,SUCCESS,Bordeaux,Medium
AUTH001419,2026-03-10 18:03:36,U0034,10.28.207.90,D0065,MFA_CHALLENGE,success,Toulouse,MEDIUM
AUTH004513,2026-03-19 13:28:15,U0060,10.16.93.71,D0097,MFA_CHALLENGE,SUCCESS,Nantes,Low
AUTH000005,14/03/2026 13:53,U0365,10.28.150.143,D0078,VPN_CONNECT,success,Lyon,Medium
AUTH000856,21/03/2026 04:11,U0010,10.16.116.96,D0175,PASSWORD_CHANGE,Success,Lille,LOW
AUTH001209,2026-03-05T10:59:40Z,U0240,10.4.186.199,D0164,LOGOUT,success,Lyon,LOW
AUTH000828,08/03/2026 18:47,U0140,10.23.191.106,D0014,VPN_CONNECT,success,Lille,MEDIUM
AUTH004044,2026-03-07T19:21:35Z,U0019,10.7.206.158,D0198,LOGIN,SUCCESS,Nantes,LOW
AUTH002212,2026-03-04 12:20:18,U0174,10.49.38.89,D0153,LOGOUT,SUCCESS,Lille,low
AUTH001982,2026-03-14 18:31:22,U0240,10.23.250.165,D0103,MFA_CHALLENGE,Success,Toulouse,Low
AUTH001889,07/03/2026 18:02,U0365,10.39.178.238,D0178,PASSWORD_CHANGE,Success,Bordeaux,Medium
AUTH004759,12/03/2026 16:05,U9001,10.22.55.130,D0075,LOGIN,SUCCESS,Bordeaux,low
AUTH000889,2026-03-21T13:37:44Z,U0233,10.37.228.216,D0195,VPN_CONNECT,SUCCESS,Bordeaux,low
AUTH004335,2026-03-10 12:05:36,U0336,10.20.185.65,D0104,LOGOUT,SUCCESS,Paris,low
AUTH000427,2026-03-07 08:58:00,U0104,10.28.108.33,D0153,PASSWORD_CHANGE,Success,Lille,LOW
AUTH000844,2026-03-02 16:18:55,U0077,10.32.227.231,D0186,VPN_CONNECT,SUCCESS,Toulouse,Low
AUTH002055,2026-03-17 14:00:22,U0338,10.45.162.8,D0070,MFA_CHALLENGE,Success,Marseille,medium
AUTH003053,2026-03-18 19:41:55,U0037,10.7.60.167,D0082,VPN_CONNECT,success,Bordeaux,MEDIUM
AUTH000436,2026-03-12T18:36:12Z,U0226,10.22.113.217,D0156,MFA_CHALLENGE,SUCCESS,Lyon,LOW
AUTH004300,21/03/2026 13:45,U0033,10.31.71.158,D0106,RDP_SESSION,SUCCESS,Lyon,Medium
AUTH003860,2026-03-17 15:48:02,U0207,10.43.150.240,D0009,LOGIN,Success,Nantes,Low
AUTH002478,21/03/2026 18:53,U0165,10.7.15.141,D0137,VPN_CONNECT,SUCCESS,Marseille,Low
AUTH002966,03/03/2026 09:02,U0126,10.33.126.126,D0158,VPN_CONNECT,Success,Bordeaux,Low
AUTH001483,22/03/2026 15:40,U0174,10.0.108.39,D0116,VPN_CONNECT,success,Toulouse,low
AUTH003406,14/03/2026 13:15,U0188,10.12.157.173,D0032,LOGOUT,SUCCESS,Bordeaux,low
AUTH002381,2026-03-08 14:48:52,U0277,10.46.126.83,D0009,PASSWORD_CHANGE,success,Paris,MEDIUM
AUTH002186,2026-03-14 11:52:33,U0288,10.12.96.73,D0194,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM
AUTH001493,18/03/2026 19:30,U0121,10.39.238.90,D0071,LOGIN,FAILURE,Lille,Low
AUTH003691,2026-03-06 18:43:39,U0082,10.30.82.61,D0016,LOGOUT,FAILED,Toulouse,medium
AUTH002322,11/03/2026 12:58,U0314,10.47.131.167,D0120,VPN_CONNECT,success,Lille,low
AUTH002903,2026-03-05T17:26:23Z,U0165,10.49.192.236,D0029,LOGOUT,SUCCESS,Lyon,low
AUTH002784,2026-03-19T16:23:32Z,U0008,10.10.103.59,D0009,MFA_CHALLENGE,Success,Paris,LOW
AUTH001933,2026-03-18T12:20:54Z,U0112,10.24.88.104,D0052,MFA_CHALLENGE,SUCCESS,Bordeaux,low
AUTH004522,06/03/2026 12:57,U0153,10.27.118.160,D0164,MFA_CHALLENGE,SUCCESS,Marseille,medium
AUTH002868,2026-03-18T11:47:18Z,U0090,10.27.33.222,D0015,RDP_SESSION,Failed,Lyon,LOW
AUTH002850,2026-03-12 12:47:17,U0102,10.34.178.52,D0146,RDP_SESSION,Success,Bordeaux,MEDIUM
AUTH002585,2026-03-16 12:03:22,U0333,10.14.235.57,D0098,VPN_CONNECT,success,Marseille,LOW
AUTH002716,22/03/2026 01:23,U0028,10.7.155.222,D0044,LOGOUT,success,Nantes,Medium
AUTH002726,2026-03-15 16:36:20,U0337,10.20.149.179,D0061,LOGIN,success,Bordeaux,medium
AUTH001669,2026-03-10 10:25:57,U0003,10.38.108.238,D0198,LOGOUT,Success,Lille,LOW
AUTH003116,2026-03-17 10:45:33,U0317,10.24.88.10,D0126,VPN_CONNECT,success,Lille,MEDIUM
AUTH003039,19/03/2026 17:19,U0023,10.12.36.27,D0107,VPN_CONNECT,Success,Paris,Medium
AUTH000140,13/03/2026 11:16,U0311,10.29.202.207,D0147,LOGIN,Success,Nantes,Low
AUTH002599,2026-03-06T17:19:57Z,U0226,10.32.120.35,D0076,RDP_SESSION,SUCCESS,Toulouse,medium
AUTH004501,2026-03-14 18:56:16,U0381,10.24.70.252,D0159,MFA_CHALLENGE,SUCCESS,Toulouse,Low
AUTH004403,2026-03-06T18:12:19Z,U0324,10.11.53.159,D0156,LOGOUT,Success,Toulouse,MEDIUM
AUTH003223,06/03/2026 12:59,U0373,10.8.38.21,D0046,PASSWORD_CHANGE,success,Marseille,medium
AUTH002394,2026-03-21 12:56:38,U0302,10.10.249.98,D0105,RDP_SESSION,SUCCESS,Nantes,LOW
AUTH001380,2026-03-13 09:40:59,U0151,10.41.97.6,D0085,LOGIN,Success,Paris,Medium
AUTH000535,2026-03-10 17:59:05,U0093,10.17.110.161,D0008,LOGOUT,success,Bordeaux,MEDIUM
AUTH003107,2026-03-16T11:09:34Z,U0357,10.34.121.50,D0074,LOGIN,Success,Toulouse,MEDIUM
AUTH002068,2026-03-10 12:34:42,U0192,10.45.246.76,D0056,VPN_CONNECT,Success,Bordeaux,medium
AUTH001207,2026-03-04 12:35:01,U0070,10.49.222.85,D0088,RDP_SESSION,SUCCESS,Paris,Medium
AUTH002816,2026-03-05 09:25:15,U0157,10.33.38.118,D0165,MFA_CHALLENGE,Success,Lille,Medium
AUTH001503,2026-03-03 19:56:55,U0043,10.14.213.111,D0032,VPN_CONNECT,SUCCESS,Toulouse,medium
AUTH001245,2026-03-11T14:03:38Z,U0023,10.30.40.28,D0155,RDP_SESSION,Success,Paris,Medium
AUTH004381,08/03/2026 10:56,U0013,10.37.124.85,D0081,LOGOUT,failed,Lille,low
AUTH001440,2026-03-12T17:40:59Z,U0343,10.8.75.231,D0115,VPN_CONNECT,success,Marseille,low
AUTH001110,21/03/2026 18:02,U0227,10.17.202.157,D0086,LOGOUT,SUCCESS,Lyon,Medium
AUTH003056,04/03/2026 18:47,U0008,10.22.19.158,D0125,MFA_CHALLENGE,success,Paris,MEDIUM
AUTH003114,2026-03-07T16:40:30Z,U0156,10.1.196.37,D0017,MFA_CHALLENGE,Success,Lille,MEDIUM
AUTH000627,22/03/2026 10:02,U0247,10.31.75.41,D0084,RDP_SESSION,SUCCESS,Paris,medium
AUTH000151,2026-03-14 10:54:56,U0041,10.5.111.29,D0004,PASSWORD_CHANGE,SUCCESS,Nantes,Low
AUTH003274,20/03/2026 16:30,,10.32.127.33,D0081,RDP_SESSION,failed,Nantes,Medium
AUTH002544,14/03/2026 18:23,U0031,10.13.30.252,D0080,RDP_SESSION,SUCCESS,Lyon,MEDIUM
AUTH002668,2026-03-02T15:38:02Z,U0369,10.27.52.72,D0150,PASSWORD_CHANGE,SUCCESS,Toulouse,MEDIUM
AUTH003757,2026-03-11T10:59:47Z,U0127,10.26.17.78,D0048,PASSWORD_CHANGE,Success,Marseille,MEDIUM
AUTH002267,2026-03-13 18:49:26,U0289,10.50.207.207,D0199,PASSWORD_CHANGE,SUCCESS,Paris,LOW
AUTH002664,22/03/2026 19:35,,10.7.210.124,D0048,PASSWORD_CHANGE,success,Lille,Medium
AUTH001710,2026-03-03T16:19:49Z,U0071,10.47.132.59,D0062,MFA_CHALLENGE,success,Paris,MEDIUM
AUTH003061,08/03/2026 16:26,U0064,10.18.227.55,D0022,LOGIN,SUCCESS,Lyon,Medium
AUTH004492,08/03/2026 13:42,U0270,10.26.216.247,D0014,LOGOUT,Success,Lyon,low
AUTH002012,2026-03-05 15:37:40,U0303,10.31.117.113,D0168,VPN_CONNECT,Success,Bordeaux,MEDIUM
AUTH002536,03/03/2026 10:31,U0248,10.28.246.18,D0193,PASSWORD_CHANGE,Failed,Nantes,LOW
AUTH002485,12/03/2026 17:54,U0372,10.41.106.145,D0147,LOGIN,SUCCESS,Nantes,low
AUTH000861,13/03/2026 10:14,U0304,10.44.185.57,D0102,MFA_CHALLENGE,success,Paris,medium
AUTH003760,2026-03-04 17:02:14,U0379,10.26.4.140,D0156,LOGOUT,Success,Nantes,Medium
AUTH003346,2026-03-16 17:25:57,U0174,10.4.81.104,D0046,PASSWORD_CHANGE,success,Toulouse,low
AUTH000818,2026-03-14T11:06:30Z,U0135,10.14.242.215,D0089,LOGOUT,Success,Toulouse,LOW
AUTH000067,2026-03-11T15:32:10Z,U0035,10.37.43.86,D0106,RDP_SESSION,SUCCESS,Toulouse,Medium
AUTH000469,14/03/2026 17:33,U0289,10.23.188.22,D0101,VPN_CONNECT,Success,Bordeaux,low
AUTH002405,17/03/2026 18:16,U0271,10.45.245.5,D0004,PASSWORD_CHANGE,SUCCESS,Marseille,medium
AUTH004254,03/03/2026 14:54,U0174,10.3.12.64,D0181,MFA_CHALLENGE,success,Lyon,MEDIUM
AUTH004648,2026-03-06 16:45:11,U0181,10.20.192.70,D0065,LOGIN,failed,Bordeaux,medium
AUTH000800,08/03/2026 16:40,U0073,10.46.202.90,D0106,MFA_CHALLENGE,success,Lyon,MEDIUM
AUTH001721,15/03/2026 13:17,U0106,10.20.149.185,D0130,LOGOUT,success,Nantes,Low
AUTH004525,09/03/2026 12:45,,10.28.134.150,D0135,PASSWORD_CHANGE,Success,Lille,LOW
AUTH001391,2026-03-22T11:59:05Z,U0349,10.23.255.200,D0136,PASSWORD_CHANGE,Success,Toulouse,Medium
AUTH001980,2026-03-09 10:40:52,U0320,10.6.112.112,D0066,VPN_CONNECT,success,Toulouse,low
AUTH000184,20/03/2026 15:45,U0314,10.44.41.36,D0065,LOGOUT,SUCCESS,Paris,LOW
AUTH004653,2026-03-06T16:53:11Z,U0181,10.20.192.70,D0065,LOGIN,SUCCESS,Toulouse,medium
AUTH004356,02/03/2026 10:21,U0101,10.13.18.148,D0178,LOGOUT,SUCCESS,Bordeaux,MEDIUM
AUTH001059,2026-03-06T09:09:14Z,U0072,10.5.112.55,D0026,MFA_CHALLENGE,success,Marseille,Low
AUTH003951,2026-03-21 18:30:34,U0147,10.27.155.87,D0076,LOGIN,SUCCESS,Marseille,Medium
AUTH002835,2026-03-17 11:51:56,U0198,10.43.194.63,D0139,LOGOUT,SUCCESS,Bordeaux,LOW
AUTH001883,2026-03-04 15:49:05,U0226,10.29.201.54,D0085,LOGOUT,FAILED,Lyon,Medium
AUTH002065,2026-03-22 11:30:09,U0224,10.27.211.36,D0087,LOGIN,success,Nantes,medium
AUTH003506,03/03/2026 08:19,U0268,10.19.190.37,D0075,LOGOUT,Success,Marseille,Medium
AUTH001781,2026-03-14T15:57:00Z,U0183,10.2.19.142,D0155,LOGIN,SUCCESS,Toulouse,MEDIUM
AUTH003119,16/03/2026 09:22,U0036,10.6.123.224,D0167,LOGIN,SUCCESS,Lille,MEDIUM
AUTH001281,2026-03-20T18:18:21Z,U0381,10.3.124.74,D0135,PASSWORD_CHANGE,SUCCESS,Nantes,Low
AUTH004012,07/03/2026 11:08,U0298,10.42.123.75,D0198,RDP_SESSION,SUCCESS,Bordeaux,medium
AUTH003461,2026-03-17 08:15:01,U0276,10.5.251.75,D0049,RDP_SESSION,Success,Toulouse,Low
AUTH002147,2026-03-06 10:21:18,,10.23.141.232,D0140,MFA_CHALLENGE,Success,Toulouse,Medium
AUTH000045,03/03/2026 10:55,U0142,10.22.211.217,D0037,VPN_CONNECT,success,Marseille,medium
AUTH003889,2026-03-14 17:06:27,U0081,10.41.131.23,D0008,PASSWORD_CHANGE,success,Lyon,low
AUTH000122,2026-03-17T18:09:00Z,U0197,10.5.160.239,D0159,VPN_CONNECT,SUCCESS,Marseille,Medium
AUTH000459,04/03/2026 19:26,U0012,10.26.112.22,D0119,LOGIN,failed,Lille,Low
AUTH000555,2026-03-06 09:43:24,U0003,10.48.194.210,D0115,VPN_CONNECT,Success,Bordeaux,Low
AUTH000784,2026-03-07 13:29:28,U0067,10.36.245.179,D0067,LOGOUT,failed,Lille,Low
AUTH004510,2026-03-09 18:38:05,U0359,10.14.122.21,D0114,LOGIN,SUCCESS,Lille,Medium
AUTH002925,2026-03-03T16:54:12Z,U0207,10.1.92.246,D0164,MFA_CHALLENGE,Success,Lyon,Low
AUTH002508,2026-03-20 18:22:22,U0088,10.24.81.176,D0154,MFA_CHALLENGE,Success,Toulouse,MEDIUM
AUTH001680,2026-03-22T18:24:31Z,U0004,10.27.132.201,D0165,RDP_SESSION,success,Paris,low
AUTH004275,2026-03-07T19:46:13Z,U0300,10.5.65.217,D0169,LOGOUT,FAILURE,Nantes,MEDIUM
AUTH003695,13/03/2026 13:41,U0299,10.17.105.50,D0101,VPN_CONNECT,Success,Lyon,LOW
AUTH002262,2026-03-06 13:28:55,U0025,abc.def.ghi.jkl,D0167,LOGIN,SUCCESS,Paris,Low
AUTH003435,2026-03-21 01:05:53,U0188,10.45.203.73,D0173,LOGOUT,Success,Bordeaux,Low
AUTH001418,22/03/2026 17:02,U0009,10.46.255.213,D0089,RDP_SESSION,success,Marseille,Low
AUTH001244,2026-03-07T09:49:58Z,U0197,10.11.8.140,D0192,MFA_CHALLENGE,Success,Bordeaux,Medium
AUTH003639,2026-03-13 19:27:06,U0022,10.13.31.127,D0086,RDP_SESSION,success,Bordeaux,medium
AUTH003605,2026-03-07 09:40:51,U0365,10.13.123.13,D0147,RDP_SESSION,success,Lyon,Low
AUTH001247,2026-03-22 08:42:31,U0222,10.49.173.24,D0187,LOGIN,Success,Lille,MEDIUM
AUTH002672,13/03/2026 04:28,U0065,10.14.46.19,D0084,VPN_CONNECT,SUCCESS,Lyon,Medium
AUTH002026,2026-03-09T17:04:21Z,U0350,10.46.73.77,D0106,VPN_CONNECT,success,Toulouse,Low
AUTH003815,2026-03-15 10:23:28,U0157,10.9.225.17,D0085,MFA_CHALLENGE,SUCCESS,Lille,Low
AUTH001033,17/03/2026 09:16,U0080,10.45.54.7,D0116,PASSWORD_CHANGE,failed,Marseille,Low
AUTH003005,10/03/2026 18:28,U0182,10.3.89.175,D0006,VPN_CONNECT,Success,Lyon,LOW
AUTH002227,03/03/2026 08:56,U0376,10.48.96.163,D0150,RDP_SESSION,SUCCESS,Paris,low
AUTH002916,2026-03-15 18:41:03,U0341,10.15.93.24,D0130,MFA_CHALLENGE,success,Toulouse,MEDIUM
AUTH001042,05/03/2026 14:58,U0243,10.15.0.14,D0087,LOGOUT,success,Lyon,medium
AUTH002682,18/03/2026 17:48,U0155,10.50.74.75,D0128,LOGIN,SUCCESS,Lyon,MEDIUM
AUTH001456,17/03/2026 17:26,U0167,10.30.104.32,D0153,RDP_SESSION,success,Lille,Medium
AUTH000517,15/03/2026 13:18,U0067,10.46.54.225,D0136,RDP_SESSION,SUCCESS,Lille,MEDIUM
AUTH000638,2026-03-12 11:20:40,U0086,10.40.168.254,D0007,PASSWORD_CHANGE,success,Paris,low
AUTH001810,21/03/2026 19:14,U0089,10.2.252.19,D0140,VPN_CONNECT,FAILURE,Bordeaux,LOW
AUTH002902,04/03/2026 12:04,U0330,10.41.121.136,D0009,MFA_CHALLENGE,success,Lille,low
AUTH003541,2026-03-22 18:09:01,U0144,10.18.53.23,D0088,RDP_SESSION,Success,Nantes,LOW
AUTH001790,2026-03-20T11:19:59Z,U0019,10.17.192.99,D0050,PASSWORD_CHANGE,SUCCESS,Lyon,Medium
AUTH003675,02/03/2026 09:59,U0290,10.10.80.76,D0181,VPN_CONNECT,Success,Marseille,low
AUTH001533,2026-03-20 09:28:17,U0342,10.35.237.2,D0128,PASSWORD_CHANGE,Success,Paris,MEDIUM
AUTH001034,2026-03-08 10:51:04,U0064,10.21.11.184,D0107,LOGIN,success,Toulouse,low
AUTH000143,2026-03-15 18:38:23,U0007,10.39.220.55,D0072,LOGOUT,success,Bordeaux,LOW
AUTH004283,2026-03-14T11:10:08Z,U0108,10.20.220.162,D0135,LOGOUT,SUCCESS,Lyon,Low
AUTH000829,17/03/2026 09:37,U0198,10.1.158.10,D0163,VPN_CONNECT,Success,Nantes,Medium
AUTH003304,2026-03-22 08:05:25,U0151,10.10.105.239,D0087,LOGOUT,success,Nantes,LOW
AUTH002777,2026-03-19 15:34:57,U0083,10.37.67.52,D0036,VPN_CONNECT,success,Marseille,MEDIUM
AUTH003407,20/03/2026 12:06,U0227,10.26.111.218,D0083,RDP_SESSION,success,Marseille,MEDIUM
AUTH004293,2026-03-12 02:42:30,U0152,10.19.9.134,D0129,PASSWORD_CHANGE,success,Lyon,LOW
AUTH002947,2026-03-09T08:23:07Z,U0393,10.22.230.204,D0033,PASSWORD_CHANGE,SUCCESS,Lyon,medium
AUTH001475,18/03/2026 15:50,U0346,10.20.63.1,D0105,MFA_CHALLENGE,success,Lille,medium
AUTH001776,2026-03-17T02:18:54Z,U0176,10.9.71.162,D0182,VPN_CONNECT,SUCCESS,Bordeaux,medium
AUTH000774,2026-03-19 10:50:15,U0249,10.12.246.108,D0180,LOGIN,FAILURE,Lyon,Low
AUTH000527,2026-03-05T12:07:34Z,U0240,10.31.162.17,D0086,LOGOUT,SUCCESS,Marseille,medium
AUTH001274,19/03/2026 14:33,U0189,10.10.108.61,D0028,PASSWORD_CHANGE,success,Toulouse,low
AUTH003443,2026-03-04T15:55:36Z,U0368,10.49.55.11,D0019,RDP_SESSION,SUCCESS,Lille,LOW
AUTH004357,14/03/2026 11:54,U0142,10.10.194.10,D0081,VPN_CONNECT,Success,Nantes,medium
AUTH003270,2026-03-09T17:19:55Z,U0356,10.5.198.232,D0182,LOGIN,SUCCESS,Lyon,MEDIUM
AUTH004758,2026-03-20T15:34:29Z,,10.48.83.229,D0159,LOGIN,SUCCESS,Marseille,low
AUTH003201,2026-03-21 15:43:34,U0113,10.19.76.67,D0176,LOGOUT,success,Toulouse,low
AUTH004442,2026-03-20 01:09:28,U0378,10.31.22.200,D0034,LOGIN,Success,Lyon,Medium
AUTH000003,11/03/2026 15:46,U0258,10.24.102.47,D0109,RDP_SESSION,SUCCESS,Nantes,MEDIUM
AUTH001069,2026-03-08 02:59:28,U0347,10.8.123.196,D0154,VPN_CONNECT,Success,Nantes,LOW
AUTH001794,2026-03-16 12:58:45,,10.15.216.197,D0200,LOGIN,SUCCESS,Lyon,MEDIUM
AUTH000968,2026-03-17 16:58:32,U0380,10.20.184.122,D0184,LOGOUT,SUCCESS,Lille,LOW
AUTH001763,2026-03-09T02:46:31Z,U0225,10.20.245.7,D0146,MFA_CHALLENGE,success,Lille,low
AUTH004115,2026-03-05 15:07:10,U0170,10.48.39.54,D0148,RDP_SESSION,SUCCESS,Lille,Low
AUTH001705,2026-03-03T17:56:24Z,U0088,10.7.91.99,D0098,PASSWORD_CHANGE,Failed,Bordeaux,Low
AUTH001071,14/03/2026 13:07,U0056,10.22.69.98,D0093,RDP_SESSION,SUCCESS,Bordeaux,low
AUTH000562,2026-03-17T02:29:30Z,U0190,10.4.76.156,D0141,MFA_CHALLENGE,SUCCESS,Marseille,low
AUTH001432,2026-03-19T17:57:26Z,U0205,10.14.196.189,D0002,MFA_CHALLENGE,success,Paris,MEDIUM
AUTH003723,2026-03-02 16:25:37,U0189,10.43.235.205,D0124,LOGIN,success,Lyon,medium
AUTH002951,2026-03-09T15:34:01Z,U0037,10.19.181.184,D0134,LOGOUT,SUCCESS,Toulouse,MEDIUM
AUTH001930,17/03/2026 09:26,U0017,10.2.76.74,D0075,LOGIN,Success,Nantes,low
AUTH002570,2026-03-11 10:30:28,U0017,10.38.103.150,D0013,MFA_CHALLENGE,FAILURE,Lyon,MEDIUM
AUTH001686,2026-03-02 11:59:34,U0198,10.31.70.206,D0061,MFA_CHALLENGE,SUCCESS,Lyon,Medium
AUTH001679,2026-03-05 18:28:11,U0057,10.44.215.20,D0030,PASSWORD_CHANGE,success,Marseille,medium
AUTH002324,03/03/2026 08:15,U0235,10.40.145.14,D0087,PASSWORD_CHANGE,success,Paris,low
AUTH000568,2026-03-12T10:33:29Z,U0358,10.14.7.121,D0116,PASSWORD_CHANGE,success,Lyon,Medium
AUTH002086,2026-03-13T15:16:14Z,,300.300.300.300,D0088,VPN_CONNECT,FAILED,Nantes,Medium
AUTH001936,2026-03-20T13:56:00Z,U0340,10.47.205.100,D0130,MFA_CHALLENGE,success,Nantes,MEDIUM
AUTH000019,17/03/2026 12:54,U0311,10.21.155.48,D0080,LOGIN,SUCCESS,Paris,low
AUTH003520,12/03/2026 16:03,U0181,10.25.90.121,D0010,VPN_CONNECT,FAILED,Lille,medium
AUTH000206,2026-03-14 09:57:06,U0054,10.17.99.196,D0084,VPN_CONNECT,Success,Lille,medium
AUTH004448,21/03/2026 13:07,U0354,10.15.84.196,D0021,PASSWORD_CHANGE,Success,Marseille,LOW
AUTH004009,2026-03-21 19:53:58,U0382,10.17.43.235,D0137,VPN_CONNECT,Success,Lille,medium
AUTH000585,2026-03-03T09:09:55Z,U0278,10.28.75.88,D0035,RDP_SESSION,FAILURE,Nantes,Low
AUTH004114,2026-03-18T13:23:59Z,U0167,10.46.224.199,D0093,MFA_CHALLENGE,SUCCESS,Paris,MEDIUM
AUTH002133,2026-03-20 03:43:30,U0199,10.1.141.31,D0117,PASSWORD_CHANGE,SUCCESS,Marseille,LOW
AUTH004562,2026-03-04 11:16:20,U0034,10.4.47.194,D0102,VPN_CONNECT,failed,Toulouse,low
AUTH003676,2026-03-17 02:41:45,U0152,10.25.79.77,D0060,VPN_CONNECT,failed,Nantes,low
AUTH003186,2026-03-13 08:48:04,U0234,10.5.247.4,D0036,MFA_CHALLENGE,Success,Lyon,LOW
AUTH003297,2026-03-11 14:07:03,U0180,10.23.77.248,D0138,VPN_CONNECT,success,Nantes,low
AUTH003907,2026-03-12 17:49:22,U0112,10.49.196.89,D0048,LOGOUT,success,Marseille,LOW
AUTH001675,2026-03-10 18:45:15,U0142,10.19.167.38,D0145,RDP_SESSION,FAILURE,Marseille,MEDIUM
AUTH001045,2026-03-20T13:22:21Z,U0390,10.0.109.247,D0159,VPN_CONNECT,Success,Bordeaux,low
AUTH003862,2026-03-07T17:09:56Z,U0110,10.15.161.151,D0123,VPN_CONNECT,Success,Nantes,low
AUTH000701,22/03/2026 14:40,U0374,10.18.50.95,D0029,RDP_SESSION,SUCCESS,Paris,Medium
AUTH001310,13/03/2026 17:58,U0037,10.0.190.83,D0091,VPN_CONNECT,success,Lyon,LOW
AUTH003210,21/03/2026 11:35,U0328,10.47.88.66,D0183,LOGOUT,Success,Paris,medium
AUTH000058,2026-03-02 15:37:35,U0337,10.2.131.81,D0169,LOGIN,Success,Marseille,Low
AUTH002978,22/03/2026 09:14,U0382,10.4.167.251,D0033,LOGOUT,SUCCESS,Lille,low
AUTH002519,2026-03-03T11:08:29Z,U0156,10.15.125.84,D0144,VPN_CONNECT,success,Bordeaux,LOW
AUTH002111,2026-03-06 09:05:55,U0352,10.25.169.222,D0023,PASSWORD_CHANGE,success,Lille,low
