alert_id,timestamp,device_id,user_id,alert_type,process_name,severity,status,analyst_decision
EDR000063,2026-03-10 15:32:23,D0039,U0170,Suspicious Process,inventory_scan.exe,Low,In Progress,FALSE_POSITIVE
EDR001412,2026-03-11 11:33:00,D0028,U0324,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001056,2026-03-12 08:47:44,D0073,U0083,PUP Detected,teams.exe,low,In Progress,FALSE_POSITIVE
EDR001287,2026-03-11 05:18:00,D0088,U0201,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001000,2026-03-11 13:04:00,D0095,U0244,Suspicious Process,chrome.exe,Low,Open,FALSE_POSITIVE
EDR001349,2026-03-11 08:24:00,D0011,U0099,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000533,2026-03-05 18:45:02,D0195,U0276,Suspicious Process,inventory_scan.exe,medium,In Progress,FALSE_POSITIVE
EDR001799,2026-03-12 03:39:00,D0003,U0007,Persistence Attempt,rundll32.exe,HIGH,In Progress,NEEDS_INVESTIGATION
EDR001065,2026-03-18 14:57:13,D0157,U0152,PUP Detected,outlook.exe,low,Closed,FALSE_POSITIVE
EDR001072,2026-03-03 15:53:53,D0018,U0209,PUP Detected,python.exe,Medium,Open,FALSE_POSITIVE
EDR001355,2026-03-11T08:42:00Z,D0121,U0088,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000297,2026-03-09T15:30:26Z,D0030,U0336,Unusual Network,python.exe,medium,Open,FALSE_POSITIVE
EDR000398,2026-03-22 10:37:08,D0100,U0360,PUP Detected,teams.exe,HIGH,Closed,FALSE_POSITIVE
EDR000475,2026-03-08 10:02:34,D0038,U0145,Suspicious Process,teams.exe,medium,In Progress,FALSE_POSITIVE
EDR000968,2026-03-12 15:40:57,D0069,U0097,Unusual Network,chrome.exe,HIGH,In Progress,FALSE_POSITIVE
EDR000172,2026-03-20 16:14:47,D0172,U0374,Unusual Network,inventory_scan.exe,high,Open,FALSE_POSITIVE
EDR000961,2026-03-12 16:39:55,D0011,U0171,Suspicious Process,teams.exe,LOW,Open,FALSE_POSITIVE
EDR000018,2026-03-02 12:19:03,D0060,U0103,Suspicious Process,chrome.exe,MEDIUM,Closed,
EDR000880,2026-03-07 11:40:19,D0033,U0227,PUP Detected,teams.exe,high,In Progress,FALSE_POSITIVE
EDR001395,2026-03-11 10:42:00,D0189,U0168,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000547,2026-03-18T09:00:22Z,D0050,U0237,Unusual Network,python.exe,LOW,Open,FALSE_POSITIVE
EDR001422,2026-03-11 12:03:00,D0124,U0218,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000060,2026-03-04 18:44:54,D0112,U0069,Unusual Network,inventory_scan.exe,High,Open,FALSE_POSITIVE
EDR001080,2026-03-12T08:28:54Z,D0168,U0307,PUP Detected,teams.exe,Medium,Open,FALSE_POSITIVE
EDR001038,2026-03-12 15:51:48,D0088,U0354,Unusual Network,python.exe,Low,Open,
EDR000196,2026-03-03 09:14:02,D0075,U0079,Unusual Network,antivirus_update.exe,high,In Progress,FALSE_POSITIVE
EDR001438,2026-03-11 12:51:00,D0022,U0263,Suspicious Process,backup_agent.exe,high,Closed,
EDR000246,2026-03-04T10:31:21Z,D0174,U0289,Suspicious Process,inventory_scan.exe,MEDIUM,Closed,FALSE_POSITIVE
EDR000951,2026-03-10T18:55:38Z,D0001,U0384,PUP Detected,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE
EDR000738,2026-03-03 13:04:16,D0134,U0260,Unusual Network,chrome.exe,low,Closed,FALSE_POSITIVE
EDR000598,2026-03-16 17:28:06,D0054,U0004,Suspicious Process,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE
EDR000956,2026-03-12 15:15:51,D0147,U0283,Suspicious Process,python.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000705,2026-03-15 11:36:37,D0049,U0091,Unusual Network,inventory_scan.exe,Low,In Progress,FALSE_POSITIVE
EDR000070,2026-03-03 17:55:38,D0144,U0243,PUP Detected,outlook.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001621,2026-03-20 13:47:30,D0084,U0379,Malware Signature,powershell_enc.exe,High,Open,NEEDS_INVESTIGATION
EDR001415,2026-03-11 11:42:00,D0183,U0095,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001030,2026-03-21 12:14:57,D0023,U0375,PUP Detected,chrome.exe,medium,In Progress,
EDR001170,2026-03-17 09:37:57,D0154,U0172,Suspicious Process,python.exe,LOW,In Progress,FALSE_POSITIVE
EDR000838,2026-03-16 17:00:12,D0081,U0327,PUP Detected,outlook.exe,Low,Open,FALSE_POSITIVE
EDR000889,2026-03-22T17:24:37Z,D0043,U0129,Unusual Network,outlook.exe,medium,Closed,
EDR001047,2026-03-15T12:47:56Z,D0101,U0394,Unusual Network,outlook.exe,Medium,Open,FALSE_POSITIVE
EDR001842,2026-03-05T10:36:12Z,D9006,U0228,Unusual Network,python.exe,Low,Open,NEEDS_INVESTIGATION
EDR001413,2026-03-11T11:36:00Z,D0146,U0100,Suspicious Process,backup_agent.exe,High,Closed,
EDR000254,2026-03-05 17:03:35,D0069,U0385,Unusual Network,sccm_client.exe,HIGH,Open,FALSE_POSITIVE
EDR001067,2026-03-18T15:18:34Z,D0089,U0076,PUP Detected,antivirus_update.exe,Low,In Progress,FALSE_POSITIVE
EDR001202,2026-03-11 01:03:00,D0159,U0007,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000404,2026-03-17 17:56:04,D0064,U0098,Unusual Network,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001403,2026-03-11 11:06:00,D0137,U0085,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000323,2026-03-16 09:35:36,D0185,U0060,Unusual Network,python.exe,HIGH,Closed,FALSE_POSITIVE
EDR001735,2026-03-17 18:42:07,D0170,U0021,Credential Access,rundll32.exe,critical,Closed,TRUE_POSITIVE
EDR000016,2026-03-20 13:22:41,D0022,U0057,PUP Detected,teams.exe,MEDIUM,Closed,FALSE_POSITIVE
EDR000385,2026-03-06 15:05:15,D0039,U0021,PUP Detected,sccm_client.exe,low,Closed,FALSE_POSITIVE
EDR000073,2026-03-13 19:18:18,D0150,U0393,Suspicious Process,python.exe,LOW,In Progress,FALSE_POSITIVE
EDR001371,2026-03-11 09:30:00,D0120,U0043,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000921,2026-03-11 14:25:25,D0195,U0241,PUP Detected,inventory_scan.exe,Medium,Open,
EDR000688,2026-03-22T08:15:06Z,D0076,U0110,Suspicious Process,antivirus_update.exe,low,Closed,
EDR000312,2026-03-14 15:26:32,D0079,U0166,Suspicious Process,inventory_scan.exe,Medium,In Progress,FALSE_POSITIVE
EDR000089,2026-03-12T13:11:36Z,D0153,U0023,Unusual Network,python.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001579,2026-03-11 19:54:00,D0168,U0265,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000678,2026-03-07 14:38:57,D0010,U0167,PUP Detected,antivirus_update.exe,low,Closed,FALSE_POSITIVE
EDR000284,2026-03-10 14:41:35,D0148,U0073,PUP Detected,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR001685,2026-03-18T16:07:40Z,D0126,U0353,Malware Signature,mimikatz.exe,Low,In Progress,NEEDS_INVESTIGATION
EDR000097,2026-03-04 16:42:01,D0172,U0166,PUP Detected,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE
EDR001391,2026-03-11T10:30:00Z,D0080,U0110,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000855,2026-03-07 11:40:03,D0068,U0028,PUP Detected,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE
EDR000105,2026-03-05 17:18:18,D0126,U0115,Suspicious Process,python.exe,low,Closed,FALSE_POSITIVE
EDR000376,2026-03-03 18:05:42,D0048,U0104,Unusual Network,chrome.exe,Medium,Closed,FALSE_POSITIVE
EDR000272,2026-03-21 13:25:58,D0086,U0081,Suspicious Process,antivirus_update.exe,high,Closed,FALSE_POSITIVE
EDR001732,2026-03-02T18:49:38Z,D0061,U0068,Credential Access,cryptolock.exe,HIGH,Closed,TRUE_POSITIVE
EDR001106,2026-03-11 15:27:49,D0076,U0124,PUP Detected,python.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000217,2026-03-19T16:26:29Z,D0089,U0249,Suspicious Process,sccm_client.exe,High,In Progress,FALSE_POSITIVE
EDR000054,2026-03-04 10:20:20,D0065,U0333,Unusual Network,outlook.exe,Medium,Closed,FALSE_POSITIVE
EDR001771,2026-03-02 15:33:55,D0021,U0209,PowerShell Abuse,powershell_enc.exe,HIGH,Closed,
EDR000667,2026-03-07 15:24:44,D0083,U0353,Unusual Network,antivirus_update.exe,Low,In Progress,FALSE_POSITIVE
EDR001113,2026-03-15T09:25:36Z,D0125,U0135,Unusual Network,chrome.exe,Medium,Open,FALSE_POSITIVE
EDR001639,2026-03-06 17:52:34,D0119,U0370,PowerShell Abuse,cryptolock.exe,high,Open,NEEDS_INVESTIGATION
EDR000548,2026-03-05 17:21:32,D0140,U0264,PUP Detected,outlook.exe,Medium,Open,FALSE_POSITIVE
EDR000159,2026-03-17 19:27:33,D0091,U0286,Suspicious Process,antivirus_update.exe,Low,Closed,
EDR000825,2026-03-13 09:22:27,D0164,U0044,Suspicious Process,chrome.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR001638,2026-03-15 15:05:49,D0103,U0046,PowerShell Abuse,rundll32.exe,Medium,In Progress,NEEDS_INVESTIGATION
EDR000015,2026-03-09 14:05:19,D0022,U0080,Suspicious Process,inventory_scan.exe,medium,Closed,
EDR000227,2026-03-12T12:29:54Z,D0018,U0168,Suspicious Process,teams.exe,Low,Closed,FALSE_POSITIVE
EDR001664,2026-03-19T14:36:26Z,D0120,U0168,Persistence Attempt,sccm_client.exe,low,Open,NEEDS_INVESTIGATION
EDR000453,2026-03-13T08:45:17Z,D0169,U0113,PUP Detected,sccm_client.exe,MEDIUM,In Progress,
EDR001575,2026-03-11 19:42:00,D0111,U0097,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000641,2026-03-22T09:39:54Z,D0150,U0183,Unusual Network,antivirus_update.exe,medium,In Progress,FALSE_POSITIVE
EDR000621,2026-03-10 18:51:52,D0069,U0066,Unusual Network,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR001134,2026-03-04 12:06:59,D0048,U0160,PUP Detected,chrome.exe,HIGH,In Progress,FALSE_POSITIVE
EDR000137,2026-03-14 15:05:55,D0130,U0217,PUP Detected,outlook.exe,high,Closed,
EDR000128,2026-03-04 11:48:29,D0092,U0012,Unusual Network,antivirus_update.exe,High,In Progress,
EDR000517,2026-03-15 19:38:28,D0137,U0312,PUP Detected,chrome.exe,HIGH,Closed,FALSE_POSITIVE
EDR000611,2026-03-20 18:43:42,D0070,U0372,Unusual Network,sccm_client.exe,high,Closed,FALSE_POSITIVE
EDR000473,2026-03-07T12:50:38Z,D0089,U0270,Suspicious Process,inventory_scan.exe,Medium,In Progress,FALSE_POSITIVE
EDR000431,2026-03-18 18:55:14,D0157,U0031,PUP Detected,teams.exe,MEDIUM,Open,
EDR001506,2026-03-11 16:15:00,D0091,U0042,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000999,2026-03-05 18:28:20,D0187,U0094,PUP Detected,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE
EDR001268,2026-03-11 04:21:00,D0071,U0272,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001129,2026-03-09T10:04:02Z,D0190,U0126,PUP Detected,chrome.exe,low,Open,
EDR001738,2026-03-07 17:05:49,D0151,U0363,Credential Access,cryptolock.exe,CRITICAL,Closed,TRUE_POSITIVE
EDR001806,2026-03-12 04:00:00,D0003,U0007,PowerShell Abuse,cryptolock.exe,high,Open,TRUE_POSITIVE
EDR000861,2026-03-06 19:44:22,D0059,U0281,Suspicious Process,chrome.exe,low,In Progress,FALSE_POSITIVE
EDR001696,2026-03-09 09:35:17,D0090,U0090,Ransomware Behaviour,chrome.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION
EDR000513,2026-03-18 14:43:14,D0164,U0365,Suspicious Process,outlook.exe,High,Open,FALSE_POSITIVE
EDR000795,2026-03-11 09:55:03,D0040,U0086,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE
EDR001602,2026-03-18T18:19:00Z,D0013,U0249,Suspicious Process,cryptolock.exe,CRITICAL,Closed,FALSE_POSITIVE
EDR000665,2026-03-14 15:26:18,D0177,U0031,PUP Detected,sccm_client.exe,medium,Open,FALSE_POSITIVE
EDR001615,2026-03-19 11:43:08,D0159,U0181,Ransomware Behaviour,powershell_enc.exe,Medium,In Progress,NEEDS_INVESTIGATION
EDR000395,2026-03-08T17:14:41Z,D0098,U0027,Unusual Network,sccm_client.exe,Low,Closed,FALSE_POSITIVE
EDR000206,2026-03-02 14:03:53,D0149,U0079,PUP Detected,outlook.exe,high,In Progress,FALSE_POSITIVE
EDR000214,2026-03-14 13:21:17,D0192,U0293,PUP Detected,python.exe,High,Closed,FALSE_POSITIVE
EDR001233,2026-03-11 02:36:00,D0082,U0176,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000967,2026-03-05T11:21:11Z,D0152,U0351,PUP Detected,sccm_client.exe,Medium,Open,FALSE_POSITIVE
EDR000690,2026-03-04 09:31:53,D0192,U0207,PUP Detected,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000508,2026-03-20 13:17:16,D0048,U0083,PUP Detected,sccm_client.exe,high,Open,FALSE_POSITIVE
EDR001551,2026-03-11 18:30:00,D0120,U0037,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000065,2026-03-03 09:41:05,D0163,U0269,Suspicious Process,python.exe,Medium,Open,FALSE_POSITIVE
EDR001750,2026-03-21 09:15:45,D0001,U0343,Malware Signature,powershell_enc.exe,high,Closed,TRUE_POSITIVE
EDR001583,2026-03-06 09:50:05,D0095,U0356,Unusual Network,psexec.exe,Critical,In Progress,
EDR000245,2026-03-08 08:51:22,D0055,U0284,Suspicious Process,outlook.exe,HIGH,Closed,
EDR000222,2026-03-17T12:46:13Z,D0149,U0196,Suspicious Process,chrome.exe,Low,Closed,
EDR001028,2026-03-08 17:10:41,D0094,U0387,Unusual Network,antivirus_update.exe,high,In Progress,FALSE_POSITIVE
EDR000791,2026-03-03 18:22:58,D0121,U0323,Suspicious Process,sccm_client.exe,LOW,Closed,FALSE_POSITIVE
EDR001617,2026-03-09T08:55:38Z,D0175,U0100,Unusual Network,python.exe,HIGH,Open,NEEDS_INVESTIGATION
EDR000529,2026-03-04 16:08:43,D0030,U0149,Suspicious Process,outlook.exe,Low,Closed,FALSE_POSITIVE
EDR001809,2026-03-12 04:09:00,D0003,U0007,PowerShell Abuse,cryptolock.exe,HIGH,Open,TRUE_POSITIVE
EDR001717,2026-03-19 16:41:07,D0132,U0159,Persistence Attempt,powershell_enc.exe,LOW,Open,NEEDS_INVESTIGATION
EDR001193,2026-03-11T00:36:00Z,D0162,U0214,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000607,2026-03-15 09:06:39,D0087,U0241,Suspicious Process,outlook.exe,Low,In Progress,FALSE_POSITIVE
EDR000867,2026-03-14 10:52:05,D0199,U0105,PUP Detected,inventory_scan.exe,LOW,Open,FALSE_POSITIVE
EDR001463,2026-03-11 14:06:00,D0030,U0381,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001212,2026-03-11 01:33:00,D0121,U0040,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000072,2026-03-11 13:51:18,D0160,U0077,Suspicious Process,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE
EDR000654,2026-03-08T11:40:31Z,D0064,U0174,Unusual Network,outlook.exe,High,Open,FALSE_POSITIVE
EDR000342,2026-03-09 15:44:38,D0056,U0330,Suspicious Process,inventory_scan.exe,medium,Open,FALSE_POSITIVE
EDR000721,2026-03-07 15:12:25,D0118,U0326,Unusual Network,inventory_scan.exe,HIGH,Open,
EDR001223,2026-03-11 02:06:00,D0114,U0373,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000134,2026-03-05 19:20:07,D0096,U0005,Suspicious Process,outlook.exe,Medium,Closed,FALSE_POSITIVE
EDR000794,2026-03-13 18:20:59,D0033,U0021,Suspicious Process,outlook.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000306,2026-03-19T09:01:07Z,D0063,U0207,Unusual Network,antivirus_update.exe,High,Open,FALSE_POSITIVE
EDR001383,2026-03-11 10:06:00,D0112,U0070,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000788,2026-03-20 10:22:14,D0021,U0330,PUP Detected,sccm_client.exe,medium,Closed,FALSE_POSITIVE
EDR001609,2026-03-16T15:05:32Z,D0141,U0050,PUP Detected,python.exe,high,In Progress,NEEDS_INVESTIGATION
EDR000261,2026-03-09 14:33:44,D0037,U0357,Unusual Network,python.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001566,2026-03-11T19:15:00Z,D0027,U0196,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000749,2026-03-16 11:35:32,D0016,U0231,PUP Detected,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE
EDR001130,2026-03-13T16:44:56Z,D0121,U0060,PUP Detected,teams.exe,Medium,Closed,FALSE_POSITIVE
EDR000540,2026-03-14 19:30:28,D0152,U0264,Unusual Network,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR001016,2026-03-09T11:12:36Z,D0101,U0300,Unusual Network,inventory_scan.exe,HIGH,Closed,FALSE_POSITIVE
EDR001352,2026-03-11 08:33:00,D0185,U0214,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001652,2026-03-03 10:05:52,D0055,U0028,Ransomware Behaviour,inventory_scan.exe,low,Open,NEEDS_INVESTIGATION
EDR000377,2026-03-13 08:40:06,D0142,U0156,Suspicious Process,inventory_scan.exe,high,Open,FALSE_POSITIVE
EDR001580,2026-03-11 19:57:00,D0126,U0208,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000833,2026-03-08 14:13:32,D0002,U0052,Unusual Network,chrome.exe,medium,Open,FALSE_POSITIVE
EDR000209,2026-03-10 09:31:09,D0115,U0331,Suspicious Process,teams.exe,low,Closed,
EDR000715,2026-03-21 08:30:10,D0135,U0293,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE
EDR000126,2026-03-22 09:15:06,D0109,U0045,Suspicious Process,sccm_client.exe,medium,In Progress,FALSE_POSITIVE
EDR000783,2026-03-20T13:33:15Z,D0123,U0012,Suspicious Process,inventory_scan.exe,LOW,Open,FALSE_POSITIVE
EDR001313,2026-03-11 06:36:00,D0196,U0354,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000391,2026-03-09T09:23:46Z,D0139,U0336,PUP Detected,python.exe,Medium,Open,
EDR000681,2026-03-02T11:27:56Z,D0062,U0103,PUP Detected,python.exe,low,Closed,FALSE_POSITIVE
EDR000902,2026-03-07 13:15:17,D0018,U0304,PUP Detected,outlook.exe,MEDIUM,Open,
EDR001451,2026-03-11 13:30:00,D0181,U0309,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000846,2026-03-05T18:44:21Z,D0145,U0005,Suspicious Process,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000179,2026-03-06T17:56:17Z,D0190,U0269,PUP Detected,antivirus_update.exe,High,Closed,FALSE_POSITIVE
EDR000400,2026-03-06T09:21:27Z,D0040,U0059,Suspicious Process,sccm_client.exe,LOW,Open,
EDR001051,2026-03-06 13:20:18,D0052,U0267,Unusual Network,chrome.exe,Low,In Progress,FALSE_POSITIVE
EDR001359,2026-03-11 08:54:00,D0104,U0237,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000495,2026-03-10 09:38:53,D0165,U0196,Unusual Network,python.exe,HIGH,Closed,
EDR001597,2026-03-11T16:03:08Z,D0065,U0374,Malware Signature,chrome.exe,HIGH,Open,
EDR000992,2026-03-14 17:06:38,D0180,U0029,PUP Detected,python.exe,LOW,Closed,FALSE_POSITIVE
EDR001303,2026-03-11T06:06:00Z,D0072,U0268,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001324,2026-03-11 07:09:00,D0073,U0162,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000211,2026-03-10 18:16:27,D0044,U0033,Suspicious Process,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000380,2026-03-09T14:54:57Z,D0149,U0071,PUP Detected,sccm_client.exe,MEDIUM,Closed,FALSE_POSITIVE
EDR000469,2026-03-02 13:45:13,D0152,U0362,PUP Detected,python.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001632,2026-03-12 14:19:52,D0192,U0124,Unusual Network,outlook.exe,medium,Open,NEEDS_INVESTIGATION
EDR000109,2026-03-12 15:18:33,D0185,U0041,PUP Detected,outlook.exe,Low,In Progress,
EDR001091,2026-03-20 13:28:50,D0171,U0361,Unusual Network,antivirus_update.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000352,2026-03-19 12:10:13,D0026,U0010,Unusual Network,chrome.exe,low,Closed,FALSE_POSITIVE
EDR000050,2026-03-18T13:25:55Z,D0061,U0105,Unusual Network,inventory_scan.exe,High,In Progress,FALSE_POSITIVE
EDR000192,2026-03-05 10:06:53,D0117,U0037,PUP Detected,python.exe,Low,Open,FALSE_POSITIVE
EDR001748,2026-03-07 11:16:05,D0046,U0071,Credential Access,cryptolock.exe,Critical,Closed,TRUE_POSITIVE
EDR001101,2026-03-16T14:03:30Z,D0194,U0117,Suspicious Process,sccm_client.exe,low,Closed,FALSE_POSITIVE
EDR001544,2026-03-11 18:09:00,D0198,U0161,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000241,2026-03-22 10:26:15,D0182,U0001,Suspicious Process,outlook.exe,low,Open,FALSE_POSITIVE
EDR001132,2026-03-06T18:12:26Z,D0126,U0320,Unusual Network,teams.exe,medium,In Progress,FALSE_POSITIVE
EDR000559,2026-03-09 08:43:19,D0074,U0028,PUP Detected,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000243,2026-03-14T10:55:48Z,D0076,U0227,PUP Detected,teams.exe,high,In Progress,FALSE_POSITIVE
EDR001141,2026-03-05 19:01:38,D0037,U0121,Unusual Network,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE
EDR001715,2026-03-15 12:28:03,D0169,U0321,Suspicious Process,outlook.exe,critical,Open,NEEDS_INVESTIGATION
EDR001452,2026-03-11 13:33:00,D0187,U0194,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000322,2026-03-14 14:52:43,D0153,U0001,PUP Detected,inventory_scan.exe,High,In Progress,FALSE_POSITIVE
EDR000142,2026-03-03 11:23:04,D0133,U0312,Suspicious Process,teams.exe,HIGH,Closed,FALSE_POSITIVE
EDR000317,2026-03-21 10:24:14,D0021,U0049,Suspicious Process,chrome.exe,Low,Closed,FALSE_POSITIVE
EDR000960,2026-03-20 19:02:55,D0109,U0326,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE
EDR001118,2026-03-16 11:03:59,D0107,U0096,Unusual Network,sccm_client.exe,low,In Progress,FALSE_POSITIVE
EDR000939,2026-03-03 09:40:19,D0059,U0336,Unusual Network,outlook.exe,medium,Closed,FALSE_POSITIVE
EDR000632,2026-03-05 16:29:30,D0154,U0316,Suspicious Process,sccm_client.exe,High,Open,FALSE_POSITIVE
EDR001470,2026-03-11 14:27:00,D0084,U0111,Suspicious Process,backup_agent.exe,high,Closed,
EDR001550,2026-03-11T18:27:00Z,D0014,U0338,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000710,2026-03-04T19:28:28Z,D0149,U0025,Unusual Network,outlook.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001017,2026-03-13 19:25:31,D0098,U0211,Unusual Network,antivirus_update.exe,Medium,Closed,FALSE_POSITIVE
EDR000047,2026-03-02 09:22:56,D0069,U0295,PUP Detected,outlook.exe,LOW,Open,FALSE_POSITIVE
EDR000913,2026-03-09 17:17:43,D0128,U0202,Unusual Network,antivirus_update.exe,Medium,Open,FALSE_POSITIVE
EDR000451,2026-03-13T13:37:09Z,D0046,U0100,PUP Detected,inventory_scan.exe,Medium,Closed,FALSE_POSITIVE
EDR000287,2026-03-12 15:29:04,D0162,U0233,PUP Detected,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR001020,2026-03-03 12:08:49,D0143,U0394,Suspicious Process,chrome.exe,HIGH,In Progress,
EDR001700,2026-03-20 16:56:28,D0086,U0113,Malware Signature,chrome.exe,HIGH,Open,NEEDS_INVESTIGATION
EDR001094,2026-03-10 18:01:17,D0137,U0310,Suspicious Process,antivirus_update.exe,medium,In Progress,
EDR000886,2026-03-02 10:29:07,D0200,U0124,Unusual Network,teams.exe,low,Closed,FALSE_POSITIVE
EDR001475,2026-03-11 14:42:00,D0120,U0058,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001378,2026-03-11 09:51:00,D0001,U0328,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001384,2026-03-11 10:09:00,D0086,U0230,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000990,2026-03-17T11:48:31Z,D0140,U0311,Unusual Network,teams.exe,High,In Progress,FALSE_POSITIVE
EDR001280,2026-03-11 04:57:00,D0003,U0048,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000445,2026-03-16 18:49:05,D0149,U0181,Suspicious Process,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE
EDR001160,2026-03-19 11:45:09,D0085,U0141,PUP Detected,sccm_client.exe,low,Closed,FALSE_POSITIVE
EDR001042,2026-03-13 11:18:40,D0194,U0006,Unusual Network,python.exe,low,Open,FALSE_POSITIVE
EDR001540,2026-03-11 17:57:00,D0005,U0246,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001099,2026-03-22 11:03:21,D0130,U0236,PUP Detected,chrome.exe,LOW,Closed,
EDR000090,2026-03-15T13:01:01Z,D0059,U0188,Suspicious Process,teams.exe,Low,Closed,FALSE_POSITIVE
EDR000753,2026-03-17 16:15:15,D0073,U0071,PUP Detected,outlook.exe,Medium,Closed,
EDR000962,2026-03-15 11:48:04,D0176,U0143,Unusual Network,outlook.exe,Medium,Open,FALSE_POSITIVE
EDR001720,2026-03-21 09:47:10,D0062,U0255,Unusual Network,inventory_scan.exe,Critical,Open,NEEDS_INVESTIGATION
EDR001562,2026-03-11 19:03:00,D0157,U0300,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000433,2026-03-12 12:59:03,D0020,U0345,Unusual Network,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE
EDR000163,2026-03-13 19:17:24,D0150,U0257,Suspicious Process,teams.exe,MEDIUM,Closed,FALSE_POSITIVE
